ID,Latitude,Longitude,CD1,CD2,CD3,CD4,WD1,WD2,WD3,WD4,BS
318,30.28,-176.83,14421.28,17457.33,759.01,,0.87,51.35,31.88,,3.00
319,31.13,-174.30,13779.54,22259.26,1766.61,,0.67,146.45,1837.98,,3.00
320,-33.13,-81.24,1090.16,0.00,0.00,,0.33,0.00,0.00,,3.00
321,-33.11,-82.39,0.00,0.00,0.00,,0.00,0.00,0.00,,3.00
322,-33.02,-83.42,0.00,0.00,0.00,,0.00,0.00,0.00,,2.00
323,-32.91,-84.49,0.00,605.65,0.00,,0.00,2.73,0.00,,2.00
324,-32.80,-86.24,0.00,817.62,1226.43,,0.00,1.23,9.40,,2.00
325,-32.73,-86.38,1486.58,0.00,371.65,,0.74,0.00,0.74,,1.50
326,-32.57,-87.42,1168.03,0.00,0.00,,1.17,0.00,0.00,,1.00
327,-32.38,-88.11,355.49,6398.77,4976.82,,0.11,5.69,72.16,,1.00
328,-32.21,-89.43,791.25,791.25,395.62,,0.12,1.58,1.58,,1.00
329,-31.98,-90.41,1308.19,3270.48,327.05,,0.34,7.85,0.65,,1.00
330,-31.81,-91.34,0.00,1533.04,0.00,,0.00,1.02,0.00,,2.00
331,-31.58,-92.34,1226.43,7767.40,408.81,,0.41,19.21,11.04,,3.00
332,-31.39,-93.35,371.65,7804.56,1114.94,,1.49,17.10,6.69,,3.00
333,-31.17,-94.32,766.52,1533.04,255.51,,0.31,8.69,4.60,,3.00
334,-30.95,-95.35,1645.11,3290.22,658.04,,0.33,5.59,4.28,,3.00
335,-30.57,-96.20,1179.83,5191.24,1179.83,,0.03,31.90,14.63,,3.00
336,-30.24,-97.09,8328.02,22902.06,1561.50,,2.60,53.59,13.79,,4.00
337,-29.90,-97.93,11841.41,41444.92,2255.51,,3.55,82.61,11.56,,3.00
338,-29.56,-98.81,2555.07,18907.48,511.01,,2.04,94.82,8.18,,3.00
339,-29.34,-99.80,24528.63,33007.66,18169.35,,4.60,42.88,33.92,,3.00
340,-29.19,-100.74,7665.20,56211.43,3577.09,,2.20,263.48,42.36,,2.00
341,-29.05,-101.73,244566.94,109695.46,42079.90,,20.86,413.61,296.36,,2.00
342,-28.89,-102.58,50828.03,53451.42,8198.07,,8.69,136.09,74.77,,1.00
343,-28.73,-103.55,8176.21,24098.30,2151.63,,1.20,73.07,10.16,,2.50
344,-28.58,-104.40,23413.69,55375.23,4831.40,,3.53,139.89,26.76,,3.00
345,-28.33,-105.33,8176.21,32402.01,3028.23,,1.36,147.47,36.04,,3.00
346,-28.19,-106.31,2146.25,11957.70,1839.65,,0.61,67.76,20.54,,5.00
347,-27.88,-107.25,1460.04,3504.09,292.01,,0.32,33.29,4.96,,4.00
348,-27.55,-108.05,17546.56,73110.66,3289.98,,2.08,323.66,49.28,,3.00
349,-27.28,-108.94,0.00,43497.43,1635.24,,0.00,186.12,19.95,,2.00
350,-27.02,-110.98,634.91,13333.07,634.91,,0.21,132.38,22.01,,3.00
351,-26.87,-111.91,845.81,9585.90,1691.63,,0.39,57.52,52.72,,3.00
352,-26.70,-112.87,598.26,2193.62,0.00,,0.18,18.15,0.00,,3.00
353,-26.60,-113.86,0.00,1582.49,263.75,,0.00,2.32,2.37,,3.00
354,-26.54,-114.83,0.00,662.94,441.96,,0.00,1.77,0.66,,4.00
355,-26.33,-115.74,0.00,0.00,527.50,,0.00,0.00,8.44,,3.00
356,-26.24,-116.68,1409.69,4511.01,281.94,,0.28,15.79,4.51,,4.00
357,-26.16,-117.58,0.00,3633.87,302.82,,0.00,26.65,0.61,,2.00
358,-26.07,-118.51,0.00,598.99,0.00,,0.00,2.99,0.00,,2.00
359,-26.04,-119.43,3971.30,7475.39,700.82,,0.30,2.80,1.64,,1.00
360,-25.95,-120.43,2271.17,4315.22,908.47,,1.14,14.54,2.73,,1.00
361,-25.86,-121.34,1907.78,2180.32,0.00,,0.19,0.82,0.00,,4.00
362,-25.55,-122.20,0.00,1886.82,943.41,,0.00,0.75,0.63,,1.00
363,-25.27,-123.25,480.95,961.91,0.00,,0.19,1.68,0.00,,1.00
364,-24.97,-123.94,4496.91,8585.02,817.62,,0.78,2.66,0.61,,2.00
365,-24.65,-124.79,4792.95,20299.55,1973.57,,0.54,7.33,5.07,,1.00
366,-24.58,-125.73,8191.38,14562.45,1365.23,,0.82,11.83,1.14,,1.00
367,-24.50,-126.62,5450.81,3331.05,0.00,,0.45,3.03,0.00,,1.00
368,-26.55,106.87,2803.27,2102.45,140.16,,0.42,6.17,2.80,,2.50
369,-24.39,99.51,1780.66,4451.66,1335.50,,0.71,11.06,3.56,,2.00
370,-24.49,98.11,4897.21,3832.60,0.00,,0.64,6.60,0.00,,2.00
371,-24.49,96.44,14358.22,88542.35,4786.07,,2.15,220.16,162.73,,2.00
372,-24.02,94.82,4995.14,9250.27,2590.07,,0.91,21.15,24.79,,2.00
373,-21.41,75.30,15797.43,4070.08,850.81,,1.22,5.93,27.57,,2.00
374,-21.27,72.15,1282.41,3373.72,453.78,,0.22,13.00,69.72,,2.00
375,-21.05,68.44,11186.87,15071.55,4523.92,,0.00,1.35,579.20,,2.00
376,-20.68,64.94,52575.00,99547.74,9480.74,,12.28,967.90,6655.26,,2.50
377,-20.25,61.67,1039.18,4429.31,1294.72,,0.21,21.66,88.28,,2.50
378,43.68,7.70,13316.44,7576.13,3882.21,,,,,,1.00
379,43.77,8.03,20187.79,11485.45,5885.45,,,,,,1.00
380,44.17,8.99,92122.13,52411.07,26856.82,,,,,,1.00
381,44.29,9.20,409477.27,232964.00,119376.91,,,,,,1.00
382,43.88,9.34,113883.27,64791.63,33200.94,,,,,,1.00
383,43.20,9.00,15454.07,8792.29,4505.40,,,,,,1.00
384,42.89,10.23,70234.88,39958.75,20475.92,,,,,,2.00
385,42.84,10.28,479454.64,272776.24,139777.75,,,,,,3.00
386,42.98,9.32,34209.26,19462.68,9973.19,,,,,,2.00
387,42.73,9.03,46825.15,26640.25,13651.17,,,,,,1.00
388,42.87,8.26,84165.77,47884.45,24537.26,,,,,,1.00
389,42.86,8.32,20315.87,11558.32,5922.79,,,,,,1.00
390,42.80,8.42,102593.36,58368.46,29909.54,,,,,,1.00
391,42.76,8.47,16036.52,9123.66,4675.21,,,,,,1.00
392,42.73,8.51,15672.25,8916.41,4569.01,,,,,,1.00
393,42.69,8.57,15091.79,8586.18,4399.78,,,,,,1.00
394,42.65,8.61,51079.91,29060.91,14891.58,,,,,,1.00
395,42.62,8.66,102740.28,58452.05,29952.38,,,,,,1.00
396,42.60,8.72,193871.49,110299.35,56520.30,,,,,,1.00
397,42.82,8.36,16340.00,9296.32,4763.68,,,,,,1.00
398,43.25,8.07,28442.22,16181.64,8291.90,,,,,,2.00
399,43.55,8.63,57998.75,32997.24,16908.66,,,,,,3.00
400,43.45,8.36,29318.18,16680.00,8547.27,,,,,,4.00
401,43.08,6.38,24346.69,13851.57,7097.91,,,,,,3.00
402,43.00,6.37,247853.67,141011.45,72257.99,,,,,,3.00
403,43.06,5.88,0.00,0.00,0.00,,,,,,6.00
404,43.32,5.19,0.00,0.00,0.00,,,,,,4.00
405,43.32,5.20,0.00,0.00,0.00,,,,,,4.00
406,43.32,5.17,6965.44,3962.85,2030.67,,,,,,5.00
407,43.30,5.25,0.00,0.00,0.00,,,,,,4.00
408,43.26,4.94,6450.00,3669.60,1880.40,,,,,,4.00
409,43.01,4.40,5077.60,2888.80,1480.30,,,,,,5.00
410,42.81,3.93,6046.12,3439.82,1762.65,,,,,,5.00
411,42.53,3.13,6139.67,3493.04,1789.93,,,,,,5.00
412,42.46,3.30,10883.01,6191.68,3172.78,,,,,,5.00
413,42.33,3.48,22326.06,12701.97,6508.83,,,,,,5.00
414,42.25,3.65,68493.52,38968.03,19968.25,,,,,,5.00
415,42.24,8.52,6506.05,3701.49,1896.74,,,,,,4.00
416,42.32,8.58,20425.00,11620.40,5954.60,,,,,,4.00
417,43.57,7.39,27412.50,15595.80,7991.70,,,,,,4.00
418,-60.34,-60.53,36850.15,3122.89,0.00,,56.14,0.44,0.00,,2.00
419,-63.88,-56.09,12847.79,26766.22,3211.95,,1.82,22.38,4.71,,2.00
420,-63.39,-56.80,0.00,9389.37,0.00,,0.00,1.24,0.00,,2.00
421,-57.76,-67.00,0.00,955.79,0.00,,0.00,0.55,0.00,,2.00
422,-39.63,-76.98,750.64,0.00,0.00,,0.27,0.00,0.00,,2.00
423,-34.17,-73.09,0.00,406.98,0.00,,0.00,0.96,0.00,,2.00
424,-33.69,-72.00,0.00,1247.51,311.88,,0.00,0.47,6.24,,2.00
425,14.56,160.75,,,,0.00,,,,0.00,
426,14.56,160.75,,,,0.00,,,,0.00,
427,15.79,159.20,,,,0.00,,,,0.00,
428,15.79,159.20,,,,0.00,,,,0.00,
429,17.49,157.54,,,,0.00,,,,0.00,
430,19.31,156.22,,,,0.00,,,,0.00,
431,22.05,155.42,,,,12.19,,,,5547.20,
432,23.90,155.24,,,,36.55,,,,2516.53,
433,23.90,155.24,,,,20.31,,,,1347.32,
434,25.10,154.15,,,,130.78,,,,50242.43,
435,26.36,152.28,,,,18.57,,,,27365.59,
436,26.71,151.78,,,,18.00,,,,14993.25,
437,27.79,150.35,,,,60.60,,,,5980.93,
438,27.89,150.19,,,,8.54,,,,4269.14,
439,27.89,150.19,,,,4.27,,,,8718.71,
440,30.04,147.59,,,,0.00,,,,0.00,
441,32.89,143.73,,,,60.34,,,,22273.71,
442,32.98,143.43,,,,81.33,,,,5053.73,
443,32.98,143.43,,,,126.52,,,,25112.77,
444,32.16,152.46,,,,5.23,,,,117.77,
445,32.04,153.19,,,,22.14,,,,1591.30,
446,32.01,153.38,,,,25.58,,,,5137.52,
447,32.04,153.21,,,,16.60,,,,11961.28,
448,31.08,155.33,,,,35.98,,,,7096.95,
449,30.58,156.11,,,,68.18,,,,21573.72,
450,31.05,155.46,,,,55.34,,,,10073.41,
451,30.41,157.51,,,,11.07,,,,719.62,
452,30.40,158.02,,,,30.82,,,,2234.65,
453,30.39,158.04,,,,7.59,,,,275.16,
454,30.20,158.42,,,,201.83,,,,68584.08,
455,30.12,158.55,,,,36.52,,,,2518.52,
456,30.10,160.01,,,,190.36,,,,121648.92,
457,30.14,160.53,,,,61.93,,,,24060.63,
458,30.12,160.39,,,,100.53,,,,7026.20,
459,30.19,161.34,,,,43.08,,,,3447.62,
460,30.12,160.31,,,,144.71,,,,35332.32,
461,30.26,163.04,,,,98.63,,,,6506.03,
462,30.28,163.59,,,,321.24,,,,28986.22,
463,30.29,164.22,,,,185.82,,,,38155.87,
464,30.30,166.09,,,,58.52,,,,32510.55,
465,30.34,166.22,,,,195.07,,,,13482.59,
466,30.33,166.20,,,,239.20,,,,19526.08,
467,30.42,166.46,,,,174.28,,,,42512.53,
468,29.58,168.22,,,,55.73,,,,7079.45,
469,29.53,168.35,,,,42.35,,,,3389.29,
470,29.10,170.03,,,,2.78,,,,222.60,
471,28.55,173.10,,,,45.35,,,,3165.81,
472,29.01,172.49,,,,15.81,,,,5039.73,
473,29.15,172.27,,,,21.90,,,,1694.73,
474,29.11,170.31,,,,1.03,,,,56.76,
475,28.34,175.11,,,,21.40,,,,1230.49,
476,28.24,175.24,,,,7.75,,,,387.59,
477,29.51,179.45,,,,78.59,,,,6288.81,
478,30.01,-178.56,,,,202.40,,,,11386.79,
479,30.04,-178.41,,,,195.42,,,,11706.23,
480,30.22,-176.45,,,,149.55,,,,10595.21,
481,30.25,-176.28,,,,142.68,,,,10471.30,
482,30.29,-176.14,,,,170.70,,,,68099.52,
483,30.34,-175.52,,,,19.87,,,,1291.78,
484,31.10,-174.14,,,,56.67,,,,11305.90,
485,31.15,-174.04,,,,48.95,,,,3051.81,
486,31.26,-173.47,,,,186.21,,,,14286.82,
487,31.38,-173.27,,,,98.95,,,,21109.21,
488,30.30,-173.04,,,,110.61,,,,8064.22,
489,30.55,-172.37,,,,100.34,,,,12605.35,
490,31.03,-172.27,,,,43.74,,,,5125.96,
491,30.83,-146.90,,,,34.96,,,,40130.15,
492,33.54,-144.92,,,,17.48,,,,20252.10,
493,36.25,-142.93,,,,43.49,,,,50315.89,
494,36.45,-137.17,,,,43.70,,,,19616.64,
495,25.67,-158.03,,,,2.10,,,,4284.53,
496,28.37,-157.35,,,,5.22,,,,3867.61,
497,33.65,-155.17,,,,10.16,,,,4198.36,
498,34.93,-151.12,,,,17.62,,,,16169.93,
499,36.12,-147.03,,,,26.26,,,,34712.57,
500,37.48,-142.10,,,,5.33,,,,6109.85,
501,37.85,-138.00,,,,0.61,,,,277.21,
502,27.57,-154.20,,,,1.64,,,,98.82,
503,29.73,-150.62,,,,10.45,,,,4750.31,
504,31.07,-148.80,,,,9.23,,,,8854.48,
505,32.57,-147.42,,,,4.51,,,,3879.38,
506,34.43,-145.82,,,,5.31,,,,3546.05,
507,36.50,-144.90,,,,9.21,,,,7447.62,
508,37.97,-143.48,,,,8.32,,,,4459.81,
509,27.57,-157.38,,,,1.20,,,,89.44,
510,30.95,-157.35,,,,1.57,,,,694.34,
511,33.40,-156.93,,,,5.75,,,,4463.17,
512,34.50,-153.25,,,,5.41,,,,2189.57,
513,35.42,-149.88,,,,5.47,,,,4397.28,
514,36.00,-146.33,,,,5.17,,,,2131.34,
515,36.50,-142.08,,,,8.36,,,,1794.93,
516,37.17,-138.92,,,,0.73,,,,1009.66,
517,37.15,-138.90,,,,0.49,,,,24.56,
518,36.27,-148.54,,,,98.92,,,,34438.77,
519,35.62,-139.90,,,,6.92,,,,4551.01,
520,35.40,-136.77,,,,1.53,,,,2255.39,
521,22.42,-159.52,,,,0.44,,,,26.42,
522,24.67,-159.47,,,,0.00,,,,0.00,
523,27.49,-158.30,,,,4.11,,,,315.54,
524,32.35,-157.60,,,,9.24,,,,4870.07,
525,33.95,-155.83,,,,20.71,,,,8941.12,
526,35.87,-152.53,,,,12.58,,,,9651.00,
527,37.07,-148.65,,,,13.01,,,,5246.81,
528,36.13,-142.15,,,,587.33,,,,108840.82,
529,35.55,-139.44,,,,8.22,,,,4800.05,
530,34.81,-136.82,,,,2.75,,,,549.35,
531,34.59,-133.74,,,,0.89,,,,832.35,
532,34.74,-131.54,,,,0.50,,,,25.08,
533,34.67,-129.16,,,,0.52,,,,1058.45,
534,31.64,-158.02,,,,0.00,,,,0.00,
535,33.12,-158.15,,,,1.37,,,,68.60,
536,33.68,-158.05,,,,6.97,,,,1216.62,
537,34.05,-157.98,,,,1.26,,,,2581.77,
538,35.57,-157.58,,,,8.23,,,,1333.22,
539,35.42,-157.40,,,,4.77,,,,381.87,
540,34.43,-155.89,,,,3.13,,,,651.23,
541,33.89,-155.53,,,,0.00,,,,0.00,
542,33.27,-154.50,,,,11.72,,,,5747.89,
543,33.37,-154.25,,,,32.46,,,,13037.53,
544,32.36,-152.80,,,,15.57,,,,17516.89,
545,32.32,-151.37,,,,1.00,,,,80.03,
546,33.88,-148.68,,,,2.19,,,,151.35,
547,34.90,-147.23,,,,0.00,,,,0.00,
548,35.73,-146.02,,,,6.02,,,,6123.69,
549,35.59,-141.49,,,,0.00,,,,0.00,
550,35.12,-153.17,,,,6.96,,,,10339.38,
551,37.27,-151.90,,,,10.93,,,,246.07,
552,36.98,-150.82,,,,13.02,,,,900.48,
553,36.90,-149.30,,,,33.46,,,,6837.65,
554,37.17,-146.08,,,,17.10,,,,4295.55,
555,34.23,-162.16,,,,19.33,,,,1546.89,
556,40.19,-162.36,,,,48.93,,,,6321.80,
557,41.88,-161.36,,,,12.96,,,,4365.36,
558,44.14,-158.78,,,,0.00,,,,0.00,
559,27.23,-156.28,,,,18.61,,,,27660.01,
560,29.05,-155.37,,,,178.01,,,,51093.23,
561,30.80,-153.15,,,,44.53,,,,24194.55,
562,32.70,-151.02,,,,117.76,,,,27406.77,
563,37.77,-144.63,,,,0.00,,,,0.00,
564,38.22,-142.48,,,,11.30,,,,5387.87,
565,33.37,-154.73,,,,8.13,,,,416.76,
566,33.52,-154.88,,,,13.95,,,,10103.05,
567,35.22,-153.27,,,,75.94,,,,14958.41,
568,35.22,-153.27,,,,32.54,,,,13387.19,
569,36.10,-151.78,,,,131.72,,,,104042.16,
570,32.33,-155.93,,,,5.04,,,,113.34,
571,31.60,-157.43,,,,31.09,,,,2176.74,
572,36.22,-151.50,,,,44.52,,,,14718.12,
573,37.18,-148.60,,,,30.80,,,,12096.02,
574,23.25,-157.98,,,,0.00,,,,0.00,
575,27.12,-157.08,,,,0.00,,,,0.00,
576,29.65,-156.08,,,,5.88,,,,406.65,
577,29.65,-156.08,,,,17.64,,,,14456.08,
578,33.90,-155.08,,,,4.58,,,,316.72,
579,33.90,-155.08,,,,9.16,,,,457.91,
580,35.45,-154.52,,,,6.24,,,,12743.88,
581,37.73,-150.95,,,,4.05,,,,202.53,
582,41.43,-145.03,,,,5.81,,,,290.29,
583,41.98,-143.22,,,,0.00,,,,0.00,
584,26.38,-156.93,,,,29.34,,,,1907.73,
585,27.88,-155.52,,,,28.94,,,,2079.92,
586,29.55,-153.57,,,,13.48,,,,9758.53,
587,31.12,-151.33,,,,12.23,,,,672.45,
588,32.70,-149.73,,,,2.83,,,,141.44,
589,36.25,-146.93,,,,0.00,,,,0.00,
590,37.63,-146.02,,,,0.70,,,,34.92,
591,37.87,-143.33,,,,1.86,,,,627.97,
592,38.08,-141.02,,,,1.44,,,,143.67,
593,38.17,-137.68,,,,10.47,,,,717.39,
594,38.32,-134.77,,,,0.00,,,,0.00,
595,38.15,-132.20,,,,0.54,,,,42.95,
596,23.25,-156.88,,,,0.00,,,,0.00,
597,24.53,-155.18,,,,0.00,,,,0.00,
598,26.12,-153.32,,,,30.43,,,,1521.46,
599,27.83,-151.33,,,,4.79,,,,9781.71,
600,29.97,-149.95,,,,19.55,,,,11102.41,
601,32.27,-148.85,,,,0.00,,,,0.00,
602,34.72,-147.73,,,,4.43,,,,1490.86,
603,36.40,-146.37,,,,8.95,,,,3012.77,
604,36.72,-143.92,,,,8.47,,,,2853.59,
605,36.75,-141.30,,,,0.00,,,,0.00,
606,36.90,-138.77,,,,0.00,,,,0.00,
607,37.32,-135.83,,,,0.00,,,,0.00,
608,36.55,-148.98,,,,102.33,,,,32969.78,
609,36.63,-146.62,,,,91.88,,,,11054.42,
610,24.53,-157.97,,,,0.00,,,,0.00,
611,28.72,-156.68,,,,11.14,,,,663.75,
612,31.57,-153.58,,,,59.47,,,,6725.89,
613,34.58,-151.52,,,,93.06,,,,30559.18,
614,37.25,-148.88,,,,0.00,,,,0.00,
615,39.33,-147.32,,,,0.00,,,,0.00,
616,39.22,-142.85,,,,0.00,,,,0.00,
617,38.80,-138.69,,,,21.22,,,,2112.68,
618,38.85,-134.10,,,,0.00,,,,0.00,
619,38.58,-130.13,,,,0.00,,,,0.00,
620,39.10,-125.32,,,,12.66,,,,4263.41,
621,28.27,-157.42,,,,21.72,,,,905.11,
622,33.98,-156.04,,,,6.36,,,,12979.45,
623,36.50,-155.27,,,,58.79,,,,120047.68,
624,37.48,-156.68,,,,34.49,,,,19596.52,
625,37.54,-152.48,,,,23.94,,,,18625.32,
626,37.53,-152.23,,,,7.71,,,,1585.10,
627,37.27,-145.27,,,,4.43,,,,3160.07,
628,31.13,-159.52,,,,5.82,,,,290.91,
629,34.18,-159.17,,,,46.96,,,,6524.58,
630,36.18,-158.22,,,,29.33,,,,1947.45,
631,29.82,-156.97,,,,1.84,,,,1708.99,
632,30.93,-156.57,,,,4.45,,,,635.08,
633,32.90,-155.67,,,,7.34,,,,962.99,
634,32.38,-154.65,,,,44.76,,,,6515.52,
635,33.98,-151.33,,,,31.71,,,,16280.18,
636,35.98,-148.82,,,,17.58,,,,7834.67,
637,37.38,-146.03,,,,6.20,,,,12667.55,
638,37.10,-142.03,,,,0.85,,,,58.65,
639,26.09,-157.34,,,,32.05,,,,2217.10,
640,36.31,-150.93,,,,0.00,,,,0.00,
641,35.78,-149.31,,,,54.96,,,,34583.88,
642,32.95,-159.55,,,,11.75,,,,6786.41,
643,38.97,-161.78,,,,0.36,,,,740.47,
644,40.12,-162.95,,,,13.26,,,,16140.45,
645,43.07,-160.27,,,,3.12,,,,70.14,
646,46.65,-151.72,,,,0.00,,,,0.00,
647,38.08,-152.35,,,,4.51,,,,360.59,
648,35.77,-153.64,,,,10.59,,,,5003.65,
649,37.89,-149.57,,,,55.58,,,,21821.29,
650,38.00,-141.99,,,,0.00,,,,0.00,
651,38.19,-138.80,,,,2.75,,,,190.41,
652,36.64,-128.15,,,,0.00,,,,0.00,
653,35.77,-124.50,,,,0.00,,,,0.00,
654,24.37,-156.17,,,,0.00,,,,0.00,
655,27.48,-154.30,,,,0.00,,,,0.00,
656,32.40,-150.97,,,,94.52,,,,46647.82,
657,36.55,-146.50,,,,11.40,,,,911.94,
658,36.10,-142.90,,,,693.96,,,,41348.58,
659,35.70,-139.95,,,,15.18,,,,758.91,
660,36.00,-136.10,,,,28.47,,,,4899.22,
661,22.13,-158.08,,,,0.00,,,,0.00,
662,22.83,-158.67,,,,0.00,,,,0.00,
663,24.25,-156.78,,,,12.46,,,,1240.33,
664,25.53,-155.50,,,,0.00,,,,0.00,
665,26.63,-154.17,,,,0.00,,,,0.00,
666,30.50,-150.47,,,,8.44,,,,422.21,
667,31.40,-148.12,,,,0.00,,,,0.00,
668,35.18,-147.70,,,,8.67,,,,693.55,
669,33.42,-144.77,,,,0.00,,,,0.00,
670,33.72,-139.45,,,,31.04,,,,22786.14,
671,33.17,-136.43,,,,0.00,,,,0.00,
672,31.57,-132.30,,,,0.00,,,,0.00,
673,31.52,-127.87,,,,0.00,,,,0.00,
674,34.17,-119.80,,,,0.00,,,,0.00,
675,31.26,-158.12,,,,43.78,,,,3503.51,
676,31.63,-156.07,,,,92.23,,,,13586.79,
677,33.06,-153.90,,,,42.18,,,,30962.47,
678,32.98,-154.15,,,,165.73,,,,72310.85,
679,29.07,-155.06,,,,8.16,,,,564.44,
680,30.03,-155.03,,,,0.05,,,,50.39,
681,30.99,-154.77,,,,40.19,,,,17649.01,
682,30.99,-154.24,,,,40.55,,,,5736.70,
683,30.78,-152.90,,,,11.29,,,,3800.82,
684,30.67,-152.48,,,,61.69,,,,7506.86,
685,30.67,-150.89,,,,115.32,,,,76836.10,
686,30.90,-150.44,,,,113.37,,,,63786.24,
687,31.49,-149.25,,,,179.02,,,,48641.44,
688,31.99,-148.98,,,,136.09,,,,40809.91,
689,32.90,-148.07,,,,288.76,,,,139259.99,
690,33.27,-147.61,,,,169.26,,,,53054.33,
691,34.40,-146.67,,,,91.82,,,,31693.10,
692,34.77,-146.36,,,,141.15,,,,38084.44,
693,35.23,-144.79,,,,46.38,,,,5813.64,
694,35.30,-144.20,,,,92.65,,,,19225.32,
695,35.60,-142.14,,,,36.34,,,,2544.12,
696,35.48,-141.52,,,,54.91,,,,7213.12,
697,35.42,-139.39,,,,55.25,,,,7172.64,
698,35.46,-138.78,,,,42.25,,,,6092.02,
699,30.25,-156.60,,,,9.13,,,,3073.13,
700,30.51,-156.32,,,,27.56,,,,12402.44,
701,32.03,-154.38,,,,77.11,,,,48846.15,
702,33.05,-151.57,,,,682.30,,,,234435.64,
703,34.25,-149.00,,,,460.82,,,,177134.99,
704,35.63,-146.83,,,,362.80,,,,308741.06,
705,36.78,-144.82,,,,206.51,,,,134846.88,
706,38.57,-142.18,,,,81.10,,,,39544.12,
707,21.90,-157.80,,,,0.00,,,,0.00,
708,24.91,-157.43,,,,0.00,,,,0.00,
709,24.02,-157.69,,,,6.49,,,,448.77,
710,27.73,-157.12,,,,21.69,,,,1735.32,
711,26.89,-157.16,,,,6.65,,,,460.14,
712,30.40,-157.08,,,,0.00,,,,0.00,
713,29.67,-157.13,,,,9.78,,,,782.41,
714,32.51,-156.49,,,,33.46,,,,1993.38,
715,31.88,-156.77,,,,40.45,,,,33003.05,
716,33.80,-155.55,,,,19.39,,,,1260.53,
717,34.31,-155.33,,,,56.40,,,,5593.77,
718,35.63,-154.14,,,,7.53,,,,520.94,
719,36.19,-153.26,,,,23.03,,,,24315.54,
720,37.69,-150.30,,,,17.97,,,,1013.17,
721,37.18,-151.17,,,,15.69,,,,11304.63,
722,39.72,-147.57,,,,29.12,,,,30740.78,
723,39.16,-148.25,,,,26.99,,,,1694.62,
724,41.22,-146.61,,,,35.46,,,,24682.90,
725,41.67,-146.33,,,,58.38,,,,3900.68,
726,5.62,83.00,,,,0.00,,,,0.00,
727,5.66,83.32,,,,0.00,,,,0.00,
728,5.90,85.04,,,,20.00,,,,1154.40,
729,6.19,87.27,,,,17.00,,,,11589.36,
730,6.17,87.01,,,,0.00,,,,0.00,
731,5.95,85.53,,,,6.00,,,,5787.64,
732,5.92,85.26,,,,6.00,,,,1951.57,
733,6.45,89.09,,,,0.00,,,,0.00,
734,6.20,87.37,,,,6.00,,,,407.69,
735,6.49,92.05,,,,7.00,,,,464.65,
736,6.61,90.77,,,,52.00,,,,2370.14,
737,6.63,90.60,,,,22.00,,,,15762.43,
738,6.51,92.35,,,,115.00,,,,11837.28,
739,6.50,92.28,,,,296.00,,,,29085.88,
740,6.66,93.96,,,,0.00,,,,0.00,
741,6.63,93.86,,,,0.00,,,,0.00,
742,-32.86,-72.72,,,,14.10,,,,2934.21,
743,-32.80,-73.70,,,,0.00,,,,0.00,
744,-32.50,-77.45,,,,0.00,,,,0.00,
745,-32.38,-78.58,,,,0.00,,,,0.00,
746,-32.30,-79.29,,,,0.00,,,,0.00,
747,-31.91,-82.89,,,,0.00,,,,0.00,
748,-31.77,-84.17,,,,0.00,,,,0.00,
749,-31.64,-85.33,,,,0.00,,,,0.00,
750,-31.20,-88.65,,,,0.00,,,,0.00,
751,-31.04,-89.52,,,,0.00,,,,0.00,
752,-30.80,-90.90,,,,2.00,,,,669.31,
753,-30.02,-94.44,,,,0.20,,,,479.70,
754,-29.75,-95.58,,,,0.00,,,,0.00,
755,-29.49,-96.58,,,,2.00,,,,197.89,
756,-28.57,-99.84,,,,37.80,,,,4541.06,
757,-28.18,-101.09,,,,35.70,,,,6189.05,
758,-27.85,-102.14,,,,13.40,,,,2249.58,
759,-26.48,-105.43,,,,21.10,,,,3013.17,
760,-26.63,-106.52,,,,6.50,,,,323.00,
761,-27.43,-108.86,,,,23.70,,,,3654.02,
762,-27.69,-108.00,,,,17.20,,,,3372.30,
763,-28.71,-104.60,,,,14.30,,,,2531.53,
764,-29.00,-103.55,,,,31.00,,,,3901.18,
765,-29.19,-102.80,,,,36.20,,,,3290.61,
766,-30.04,-99.34,,,,10.30,,,,516.80,
767,-30.31,-98.17,,,,2.80,,,,656.86,
768,-30.48,-97.30,,,,14.10,,,,704.72,
769,-31.09,-94.22,,,,0.00,,,,0.00,
770,-31.33,-92.97,,,,7.00,,,,468.78,
771,-31.45,-92.17,,,,0.30,,,,586.29,
772,-32.00,-88.49,,,,0.00,,,,0.00,
773,-32.18,-87.30,,,,0.00,,,,0.00,
774,-32.28,-86.40,,,,0.00,,,,0.00,
775,-32.69,-82.33,,,,0.00,,,,0.00,
776,-32.81,-81.18,,,,0.00,,,,0.00,
777,-32.84,-80.28,,,,0.00,,,,0.00,
778,-32.98,-77.07,,,,0.00,,,,0.00,
779,-33.04,-75.78,,,,0.00,,,,0.00,
780,-33.01,-72.04,,,,2.00,,,,137.48,
781,36.05,-33.93,10629.07,11337.67,6731.74,,4.96,44.29,66.96,,2.00
782,35.21,-33.92,708.60,3897.33,354.30,,0.00,0.00,7.09,,1.00
783,34.45,-34.49,16297.91,34013.02,11691.98,,2.48,233.84,199.83,,2.00
784,33.79,-35.14,3543.02,70860.46,5314.53,,3.19,428.35,2054.95,,2.00
785,33.42,-35.09,0.00,29407.09,3897.33,,0.00,74.40,88.22,,3.00
